,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
9355,Thornbury,53 Keon St,4,h,1626000.0,S,Jellis,2017-06-03,7.0,3071,4,1,2,495.0,120.0,1925,Darebin,-37.75231,144.99023,Northern Metropolitan,8870
9357,Toorak,3/14 Martin Ct,3,u,2000000.0,VB,Castran,2017-06-03,4.1,3142,3,2,2,0.0,151.97,1970,Stonnington,-37.84212,145.01346,Southern Metropolitan,7217
9360,Tullamarine,8/366 Melrose Dr,2,t,355000.0,S,Barry,2017-06-03,12.9,3043,2,1,1,108.0,151.97,1970,Hume,-37.68837,144.87122,Western Metropolitan,3296
9361,Vermont,1 Bahama Ct,4,h,1270000.0,S,M.J,2017-06-03,17.2,3133,4,2,2,600.0,151.97,1970,Whitehorse,-37.83944,145.18641000000005,Eastern Metropolitan,4181
9363,Vermont,2/660 Canterbury Rd,3,t,820000.0,SP,iProperty,2017-06-03,17.2,3133,3,2,2,277.0,125.0,2016,Whitehorse,-37.83581,145.19802,Eastern Metropolitan,4181
9364,Vermont South,2/585 Burwood Hwy,3,u,750000.0,SP,Noel,2017-06-03,17.2,3133,3,2,1,302.0,151.97,1970,Whitehorse,-37.85732,145.19195,Eastern Metropolitan,4280
9367,Watsonia North,2/32 Sellars St,3,h,655000.0,SP,Barry,2017-06-03,14.5,3087,3,2,1,253.0,116.0,2005,Banyule,-37.7004,145.09033,Northern Metropolitan,1442
9375,West Footscray,6 Argyle St,3,h,1155000.0,PI,Village,2017-06-03,6.4,3012,3,2,1,342.0,123.0,1920,Maribyrnong,-37.79369000000001,144.87511,Western Metropolitan,5058
9376,West Footscray,8/102 Cross St,2,u,480000.0,SP,Jas,2017-06-03,6.4,3012,2,1,1,1157.0,151.97,1970,Maribyrnong,-37.80029,144.87859,Western Metropolitan,5058
9377,West Footscray,22 Hope St,3,h,1100000.0,S,Biggin,2017-06-03,6.4,3012,3,2,3,380.0,106.4,1945,Maribyrnong,-37.79194,144.87143999999995,Western Metropolitan,5058
9378,West Melbourne,2/30 Dudley St,2,u,792000.0,S,Nardella,2017-06-03,3.1,3003,2,1,1,0.0,151.97,1970,Melbourne,-37.80823,144.95452,Northern Metropolitan,2230
9379,Westmeadows,285 Mickleham Rd,3,h,540000.0,SP,Barry,2017-06-03,16.5,3049,3,1,2,532.0,122.0,1975,Hume,-37.67949,144.88349,Northern Metropolitan,2474
9380,Wheelers Hill,87 Chancellor Dr,4,h,1171000.0,S,Harcourts,2017-06-03,16.7,3150,4,2,3,800.0,163.0,1968,Monash,-37.92024,145.18049,South-Eastern Metropolitan,7392
9381,Wheelers Hill,16 Jacaranda Rd,3,h,1408000.0,S,Harcourts,2017-06-03,16.7,3150,3,2,1,658.0,151.97,1970,Monash,-37.90618,145.16995,South-Eastern Metropolitan,7392
9382,Williamstown,3 Garden St,3,h,1494000.0,S,RT,2017-06-03,6.8,3016,3,1,0,333.0,151.97,1970,Hobsons Bay,-37.8649,144.89524,Western Metropolitan,6380
9384,Williamstown,4 Long St,3,h,1285000.0,S,Sweeney,2017-06-03,6.8,3016,3,2,3,448.0,151.97,1970,Hobsons Bay,-37.86148,144.88303,Western Metropolitan,6380
9386,Williamstown,8 Pearson St,3,h,950000.0,S,Williams,2017-06-03,6.8,3016,3,1,0,169.0,151.97,1970,Hobsons Bay,-37.8561,144.90028,Western Metropolitan,6380
9388,Yarraville,89 Ballarat St,2,h,950000.0,S,Jas,2017-06-03,6.3,3013,2,1,0,150.0,79.0,1900,Maribyrnong,-37.81956,144.89054,Western Metropolitan,6543
9389,Yarraville,24 Goulburn St,3,h,1225000.0,S,RT,2017-06-03,6.3,3013,3,1,0,230.0,151.97,1970,Maribyrnong,-37.81493,144.88974,Western Metropolitan,6543
9392,Airport West,18A Hart St,3,t,730000.0,S,Brad,2017-06-17,10.4,3042,3,1,2,242.0,124.0,2010,Moonee Valley,-37.72893,144.88859,Western Metropolitan,3464
9393,Albion,3 Merlow St,4,h,820000.0,S,Bells,2017-06-17,10.5,3020,4,2,1,604.0,127.0,1950,Brimbank,-37.77967,144.81275,Western Metropolitan,2185
9394,Alphington,38 Grange Rd,3,h,1650000.0,VB,Nelson,2017-06-17,5.7,3078,3,1,2,827.0,151.97,1970,Darebin,-37.77824,145.02541000000005,Northern Metropolitan,2211
9396,Altona,21 Harrington St,3,h,853000.0,S,Barlow,2017-06-17,11.0,3018,3,1,1,600.0,151.97,1970,Hobsons Bay,-37.86494,144.8157,Western Metropolitan,5301
9397,Altona,2/10 McAlpine Ct,3,u,670000.0,S,Sweeney,2017-06-17,11.0,3018,3,2,1,284.0,88.0,1988,Hobsons Bay,-37.86066,144.82013,Western Metropolitan,5301
9398,Altona,1/20 Mulga St,3,t,765000.0,S,Williams,2017-06-17,11.0,3018,3,2,2,200.0,139.0,2007,Hobsons Bay,-37.86837,144.81502,Western Metropolitan,5301
9399,Altona Meadows,11 Gaskell Ct,3,h,820000.0,SP,hockingstuart,2017-06-17,15.5,3028,3,2,2,530.0,151.97,1970,Hobsons Bay,-37.88893,144.7866,Western Metropolitan,7630
9401,Armadale,4/379 Dandenong Rd,2,u,595000.0,S,Jellis,2017-06-17,6.3,3143,2,1,1,0.0,151.97,1970,Stonnington,-37.86048,145.01498,Southern Metropolitan,4836
9403,Armadale,15 Rose St,2,h,1550000.0,S,Jellis,2017-06-17,6.3,3143,2,1,0,212.0,151.97,1970,Stonnington,-37.85068,145.01578999999995,Southern Metropolitan,4836
9405,Ascot Vale,11 Milton St,4,h,1400000.0,SP,Nelson,2017-06-17,4.3,3032,4,1,3,165.0,151.97,1910,Moonee Valley,-37.77352,144.92188000000004,Western Metropolitan,6567
9406,Ascot Vale,54 The Parade,3,h,1230000.0,S,Woodards,2017-06-17,4.3,3032,3,1,1,504.0,151.97,1970,Moonee Valley,-37.77279,144.91732,Western Metropolitan,6567
9408,Ashwood,47 Ashwood Dr,4,h,1680000.0,S,Jellis,2017-06-17,10.2,3147,4,3,3,726.0,194.0,1958,Monash,-37.85842,145.10288,Southern Metropolitan,2894
9409,Ashwood,2 Julie Ct,3,h,1650000.0,SP,Buxton,2017-06-17,10.2,3147,3,1,2,964.0,151.97,1970,Monash,-37.86572,145.09763,Southern Metropolitan,2894
9410,Ashwood,2/7 Murra Ct,3,h,860000.0,S,Purplebricks,2017-06-17,10.2,3147,3,2,2,280.0,115.0,1990,Monash,-37.87105,145.10198,Southern Metropolitan,2894
9411,Avondale Heights,44 Alexander St,2,h,1085000.0,S,Moonee,2017-06-17,9.5,3034,2,1,3,780.0,151.97,1970,Moonee Valley,-37.76654,144.86469,Western Metropolitan,4502
9416,Balwyn North,1A Abassia St,3,t,1557000.0,S,RT,2017-06-17,9.7,3104,3,2,2,292.0,181.0,2010,Boroondara,-37.80259,145.09878,Southern Metropolitan,7809
9417,Balwyn North,1/37 Aylmer St,3,u,1420000.0,PI,hockingstuart,2017-06-17,9.7,3104,3,2,2,0.0,151.97,1970,Boroondara,-37.79673,145.06853,Southern Metropolitan,7809
9419,Balwyn North,7 Lemon Rd,4,h,2050000.0,S,Jellis,2017-06-17,9.7,3104,4,1,1,1138.0,152.0,1950,Boroondara,-37.79284000000001,145.10082,Southern Metropolitan,7809
9420,Balwyn North,8 Mary St,4,h,1926000.0,S,Fletchers,2017-06-17,9.7,3104,4,2,2,639.0,151.97,1970,Boroondara,-37.79836,145.10111,Southern Metropolitan,7809
9421,Balwyn North,66 Ursa St,3,h,1490000.0,S,Marshall,2017-06-17,9.7,3104,3,1,2,703.0,151.97,1970,Boroondara,-37.78327,145.07709,Southern Metropolitan,7809
9426,Bentleigh,29 Mavho St,3,h,1116000.0,S,hockingstuart,2017-06-17,11.4,3204,3,1,2,278.0,151.97,1930,Glen Eira,-37.91928,145.03381000000005,Southern Metropolitan,6795
9427,Bentleigh,12 Pleasance St,3,h,1573000.0,SP,Buxton,2017-06-17,11.4,3204,3,1,2,670.0,151.97,1970,Glen Eira,-37.91855,145.02628,Southern Metropolitan,6795
9428,Bentleigh East,24 Hill St,3,h,1316000.0,S,hockingstuart,2017-06-17,13.8,3165,3,1,1,636.0,151.97,1958,Glen Eira,-37.92463,145.06051000000005,Southern Metropolitan,10969
9429,Bentleigh East,14 John St,3,h,1617000.0,S,Buxton,2017-06-17,13.8,3165,3,1,2,650.0,151.97,1970,Glen Eira,-37.91905,145.05597,Southern Metropolitan,10969
9430,Bentleigh East,5D MacKie Rd,3,t,950000.0,PI,Buxton,2017-06-17,13.8,3165,3,2,2,163.0,151.97,1970,Glen Eira,-37.9217,145.0733,Southern Metropolitan,10969
9431,Bentleigh East,26 May St,3,h,1525000.0,PI,Buxton,2017-06-17,13.8,3165,3,1,3,581.0,128.0,1940,Glen Eira,-37.9178,145.05414,Southern Metropolitan,10969
9432,Bentleigh East,52 Paloma St,4,h,1330000.0,PI,hockingstuart,2017-06-17,13.8,3165,4,2,2,566.0,191.0,1950,Glen Eira,-37.91503,145.07997,Southern Metropolitan,10969
9433,Bentleigh East,2/71 Tudor St,3,t,850000.0,PI,Buxton,2017-06-17,13.8,3165,3,2,1,200.0,151.97,1970,Glen Eira,-37.91847,145.08101000000005,Southern Metropolitan,10969
9434,Bentleigh East,14 York St,3,h,1228000.0,S,hockingstuart,2017-06-17,13.8,3165,3,1,2,623.0,151.97,1970,Glen Eira,-37.91943,145.06801000000004,Southern Metropolitan,10969
9436,Black Rock,6/56 Red Bluff St,2,u,879000.0,S,Hodges,2017-06-17,17.3,3193,2,1,1,0.0,88.0,1970,Bayside,-37.96341,145.01735,Southern Metropolitan,2866
9437,Blackburn,75 Canterbury Rd,3,h,1112000.0,S,McGrath,2017-06-17,13.4,3130,3,1,3,632.0,151.97,1970,Whitehorse,-37.83107,145.14343,Eastern Metropolitan,5713
9438,Blackburn,32 Pope Rd,2,h,1425000.0,S,Noel,2017-06-17,13.4,3130,2,1,1,597.0,151.97,1970,Whitehorse,-37.81561,145.15365,Eastern Metropolitan,5713
9439,Blackburn North,6 Conrad Ct,3,h,1001000.0,S,Noel,2017-06-17,13.4,3130,3,1,1,671.0,151.97,1970,Whitehorse,-37.802,145.15828,Eastern Metropolitan,2867
9440,Blackburn North,1 Diana Dr,4,h,1280000.0,SP,Noel,2017-06-17,13.4,3130,4,2,1,797.0,164.0,1960,Whitehorse,-37.80755,145.1638,Eastern Metropolitan,2867
9441,Blackburn South,4 Barker St,3,h,1300000.0,VB,Noel,2017-06-17,13.4,3130,3,1,1,734.0,151.97,1970,Whitehorse,-37.83576,145.13634,Eastern Metropolitan,4387
9442,Blackburn South,2/1 Darook St,2,u,725000.0,PI,Woodards,2017-06-17,13.4,3130,2,2,2,311.0,151.97,1970,Whitehorse,-37.83459000000001,145.15721000000005,Eastern Metropolitan,4387
9443,Briar Hill,1A Campbell Rd,2,h,710500.0,S,Barry,2017-06-17,16.1,3088,2,1,1,598.0,110.0,1985,Banyule,-37.70681,145.11731,Eastern Metropolitan,1390
9444,Brighton,2/14 Brickwood St,2,u,855000.0,PI,Buxton,2017-06-17,10.5,3186,2,1,1,106.0,151.97,1970,Bayside,-37.89571,144.99796,Southern Metropolitan,10579
9445,Brighton,5A Hall St,3,h,2020000.0,S,Nick,2017-06-17,10.5,3186,3,2,2,369.0,151.97,1970,Bayside,-37.91728,145.00206,Southern Metropolitan,10579
9446,Brighton,2/58 North Rd,3,u,1410000.0,S,Nick,2017-06-17,10.5,3186,3,2,2,257.0,151.97,1970,Bayside,-37.89886,144.99462,Southern Metropolitan,10579
9448,Brighton East,5A Hornby St,2,h,1410000.0,S,Hodges,2017-06-17,10.3,3187,2,1,2,708.0,151.97,1970,Bayside,-37.91488,145.01868000000005,Southern Metropolitan,6938
9450,Broadmeadows,3/11 Martell St,2,u,310000.0,S,Barry,2017-06-17,14.0,3047,2,1,1,171.0,90.0,2008,Hume,-37.68489,144.9212,Northern Metropolitan,4294
9451,Broadmeadows,12 Ophir St,3,h,374000.0,S,Ray,2017-06-17,14.0,3047,3,1,2,635.0,151.97,1970,Hume,-37.69248,144.93345,Northern Metropolitan,4294
9454,Brunswick,73 Mitchell St,2,h,890000.0,VB,Woodards,2017-06-17,5.2,3056,2,1,0,138.0,78.0,1910,Moreland,-37.75908,144.96969,Northern Metropolitan,11918
9455,Brunswick,135 Victoria St,4,h,1500000.0,S,Nelson,2017-06-17,5.2,3056,4,1,1,318.0,100.0,1908,Moreland,-37.76792,144.97141000000005,Northern Metropolitan,11918
9456,Brunswick,31 Wilkinson St,3,h,950000.0,PI,RT,2017-06-17,5.2,3056,3,1,0,230.0,151.97,1970,Moreland,-37.76811,144.96017,Northern Metropolitan,11918
9459,Brunswick West,7/19 Waxman Pde,3,u,763000.0,S,Nelson,2017-06-17,5.2,3055,3,1,1,138.0,151.97,1970,Moreland,-37.75904,144.93388000000004,Northern Metropolitan,7082
9460,Bulleen,17 Estelle St,3,h,1100000.0,S,Barry,2017-06-17,10.8,3105,3,1,1,711.0,151.97,1970,Manningham,-37.77918,145.09049,Eastern Metropolitan,4480
9461,Bundoora,50 Cameron Pde,3,h,687000.0,S,Ray,2017-06-17,12.1,3083,3,1,3,559.0,151.97,1970,Banyule,-37.69849,145.06705,Northern Metropolitan,10175
9462,Bundoora,10 Merryn Cl,3,h,680000.0,S,Ray,2017-06-17,12.1,3083,3,1,1,539.0,151.97,1970,Whittlesea,-37.68274,145.05832,Northern Metropolitan,10175
9463,Bundoora,48 Zara Cl,4,h,755000.0,SP,Ray,2017-06-17,12.1,3083,4,2,2,300.0,162.0,2014,Whittlesea,-37.68223,145.07818,Northern Metropolitan,10175
9465,Burwood,7 Carmody St,3,t,918000.0,S,Bekdon,2017-06-17,10.4,3125,3,2,1,207.0,144.0,2012,Monash,-37.85682,145.10873,Southern Metropolitan,5678
9467,Burwood East,30 Newhaven Rd,3,h,968000.0,S,Harcourts,2017-06-17,14.7,3151,3,1,1,612.0,151.97,1970,Whitehorse,-37.85586,145.15827,Eastern Metropolitan,4048
9468,Burwood East,11 Tarwarri Pl,4,h,1580000.0,S,Fletchers,2017-06-17,14.7,3151,4,2,2,724.0,151.97,1970,Whitehorse,-37.85646,145.14311,Eastern Metropolitan,4048
9469,Camberwell,8/595 Burke Rd,2,t,795000.0,S,Ray,2017-06-17,7.7,3124,2,2,1,112.0,151.97,1970,Boroondara,-37.84085,145.05415,Southern Metropolitan,8920
9470,Camberwell,555 Camberwell Rd,3,h,1775000.0,VB,Jellis,2017-06-17,7.7,3124,3,1,3,715.0,151.97,1970,Boroondara,-37.84361,145.07099,Southern Metropolitan,8920
9473,Carlton North,903 Rathdowne St,3,h,1840000.0,PI,Nelson,2017-06-17,3.5,3054,3,1,1,311.0,151.97,1970,Yarra,-37.78305,144.97268,Northern Metropolitan,3106
9474,Carnegie,275A Koornang Rd,2,h,920000.0,S,hockingstuart,2017-06-17,10.1,3163,2,1,1,431.0,151.97,1970,Glen Eira,-37.89785,145.05524,Southern Metropolitan,7822
9478,Caulfield South,3/468 Kooyong Rd,1,u,295000.0,SP,Gary,2017-06-17,8.7,3162,1,1,1,811.0,151.97,1970,Glen Eira,-37.89614,145.01323,Southern Metropolitan,5051
9479,Caulfield South,2/203 North Rd,3,t,1237000.0,S,Gary,2017-06-17,8.7,3162,3,2,2,0.0,135.0,1990,Glen Eira,-37.90034,145.01283,Southern Metropolitan,5051
9480,Chadstone,38 Jacana St,3,h,740000.0,PI,McGrath,2017-06-17,11.7,3148,3,1,1,280.0,151.97,2000,Monash,-37.88486,145.10203,Southern Metropolitan,3582
9481,Cheltenham,23 Alden Ct,4,h,1120000.0,S,Buxton,2017-06-17,17.9,3192,4,2,2,806.0,151.97,1970,Kingston,-37.97245,145.07566,Southern Metropolitan,9758
9482,Cheltenham,88 Bernard St,3,h,1051000.0,PI,Buxton,2017-06-17,17.9,3192,3,1,3,590.0,151.97,1970,Kingston,-37.95416,145.06781,Southern Metropolitan,9758
9483,Cheltenham,28 Regent Pde,3,h,1170000.0,S,O'Brien,2017-06-17,17.9,3192,3,1,2,627.0,151.97,1970,Kingston,-37.95668,145.06458,Southern Metropolitan,9758
9484,Cheltenham,2A Walker Gr,3,t,861000.0,S,Ray,2017-06-17,17.9,3192,3,2,2,305.0,130.0,2000,Kingston,-37.96836,145.06452,Southern Metropolitan,9758
9485,Cheltenham,20/310 Warrigal Rd,2,u,535000.0,S,O'Brien,2017-06-17,17.9,3192,2,1,2,215.0,151.97,1980,Kingston,-37.96597,145.07535,Southern Metropolitan,9758
9487,Clayton,25 Panorama St,3,h,1462000.0,S,C21,2017-06-17,16.7,3168,3,1,1,816.0,130.0,1965,Monash,-37.92027,145.12937,South-Eastern Metropolitan,5837
9488,Clayton South,20 Botanic Dr,3,h,745000.0,S,Barry,2017-06-17,17.5,3169,3,2,2,180.0,134.0,1970,Kingston,-37.93898,145.13648,South-Eastern Metropolitan,4734
9489,Coburg,18 Loch St,3,h,1100000.0,S,Jellis,2017-06-17,6.7,3058,3,1,0,532.0,151.97,1970,Moreland,-37.74751,144.96206,Northern Metropolitan,11204
9501,Doncaster,109A Ayr St,4,t,1202000.0,S,Barry,2017-06-17,12.4,3108,4,3,0,403.0,151.97,1970,Manningham,-37.77744000000001,145.10416,Eastern Metropolitan,9028
9503,Doncaster,1/5 Harrow Ct,4,u,885000.0,S,Barry,2017-06-17,12.4,3108,4,2,2,493.0,151.97,1970,Manningham,-37.78457,145.10453,Eastern Metropolitan,9028
9505,Doncaster East,25 Canopus Dr,4,h,1504000.0,S,Barry,2017-06-17,14.3,3109,4,2,2,661.0,151.97,1970,Manningham,-37.77956,145.16645,Eastern Metropolitan,10999
9506,Doncaster East,2/1099 Doncaster Rd,3,u,850000.0,S,Philip,2017-06-17,14.3,3109,3,2,1,236.0,145.0,1980,Manningham,-37.78963,145.16973000000004,Eastern Metropolitan,10999
9507,Doncaster East,12 Silvana Ct,4,h,1241000.0,S,Biggin,2017-06-17,14.3,3109,4,2,2,886.0,151.97,1980,Manningham,-37.75572,145.17625,Eastern Metropolitan,10999
9508,Doncaster East,5 Thea Gr,4,h,1125000.0,PI,Noel,2017-06-17,14.3,3109,4,3,2,284.0,180.0,2006,Manningham,-37.79773,145.15141,Eastern Metropolitan,10999
9510,East Melbourne,109 Simpson St,3,h,1875000.0,PI,Jellis,2017-06-17,1.3,3002,3,1,0,118.0,177.0,1890,Melbourne,-37.81351,144.98803999999996,Northern Metropolitan,3040
9511,East Melbourne,7 Webb La,2,t,1350000.0,S,Caine,2017-06-17,1.3,3002,2,2,1,87.0,115.0,2005,Melbourne,-37.81803,144.9892,Northern Metropolitan,3040
9512,Elsternwick,1 Baxter St,3,h,1460000.0,SP,Biggin,2017-06-17,7.2,3185,3,1,0,377.0,133.0,1915,Glen Eira,-37.88783,145.01324,Southern Metropolitan,4898
9513,Elsternwick,12/539 Glen Huntly Rd,2,u,550000.0,S,Biggin,2017-06-17,7.2,3185,2,1,1,1172.0,69.0,1970,Glen Eira,-37.88533,145.01049,Southern Metropolitan,4898
9514,Eltham,12 Coolabah Dr,4,h,840000.0,SP,Barry,2017-06-17,18.0,3095,4,3,2,903.0,151.97,1970,Nillumbik,-37.7018,145.15628999999996,Eastern Metropolitan,6990
9516,Eltham,25 Leane Dr,4,h,977500.0,S,Morrison,2017-06-17,18.0,3095,4,2,3,1004.0,184.0,1985,Nillumbik,-37.69999,145.1617,Eastern Metropolitan,6990
9517,Eltham,2/1232 Main Rd,3,t,755000.0,S,Morrison,2017-06-17,18.0,3095,3,2,2,214.0,151.97,1970,Nillumbik,-37.70479,145.1573,Eastern Metropolitan,6990
9518,Eltham,8 The Eyrie,4,h,810000.0,S,Mason,2017-06-17,18.0,3095,4,2,2,838.0,151.97,1970,Nillumbik,-37.69568,145.15787,Eastern Metropolitan,6990
9519,Eltham,66 Valonia Dr,4,h,861000.0,S,Morrison,2017-06-17,18.0,3095,4,2,2,781.0,151.97,1970,Nillumbik,-37.71021,145.16651000000005,Eastern Metropolitan,6990
9520,Elwood,1/173 Glen Huntly Rd,2,u,810000.0,S,hockingstuart,2017-06-17,7.2,3184,2,1,1,0.0,87.0,1935,Port Phillip,-37.8835,144.99549,Southern Metropolitan,8989
9521,Elwood,16 Poets Gr,2,h,1255000.0,PI,Chisholm,2017-06-17,7.2,3184,2,1,1,226.0,151.97,1970,Port Phillip,-37.88132,144.99013,Southern Metropolitan,8989
9522,Elwood,3/11 Scott St,2,u,550000.0,VB,Domain,2017-06-17,7.2,3184,2,1,1,605.0,151.97,1970,Port Phillip,-37.87987,144.99251999999996,Southern Metropolitan,8989
9523,Elwood,16/30 Shelley St,2,u,543000.0,S,Hodges,2017-06-17,7.2,3184,2,1,1,0.0,74.0,1960,Port Phillip,-37.88042,144.9818,Southern Metropolitan,8989
9524,Elwood,22C Tennyson St,4,t,1950000.0,VB,Castran,2017-06-17,7.2,3184,4,3,2,142.0,151.97,2013,Port Phillip,-37.87156,144.98605,Southern Metropolitan,8989
9525,Epping,62 Davisson St,4,h,660000.0,SP,Purplebricks,2017-06-17,19.6,3076,4,1,3,558.0,159.0,1980,Whittlesea,-37.64666,145.03062,Northern Metropolitan,10926
9527,Epping,23 Longwood Dr,4,h,680000.0,S,Harcourts,2017-06-17,19.6,3076,4,2,2,656.0,166.0,1980,Whittlesea,-37.63878,145.05577,Northern Metropolitan,10926
9528,Essendon,1/18 Balmoral St,2,u,580000.0,S,Barry,2017-06-17,7.5,3040,2,1,1,921.0,84.0,1970,Moonee Valley,-37.74904,144.90668,Western Metropolitan,9264
9529,Essendon,1/96 Cooper St,4,t,970000.0,S,Nelson,2017-06-17,7.5,3040,4,2,2,0.0,142.0,2003,Moonee Valley,-37.74541,144.89844,Western Metropolitan,9264
9530,Essendon,16 Glass St,3,h,1100000.0,VB,Brad,2017-06-17,7.5,3040,3,3,2,255.0,151.97,2007,Moonee Valley,-37.7468,144.92033,Western Metropolitan,9264
9532,Essendon,37 McPhail St,2,h,1195000.0,S,Jellis,2017-06-17,7.5,3040,2,1,1,337.0,122.0,1940,Moonee Valley,-37.7545,144.91194,Western Metropolitan,9264
9533,Essendon,11 Waverley St,4,h,1155000.0,PI,Brad,2017-06-17,7.5,3040,4,1,3,616.0,170.0,1900,Moonee Valley,-37.75728,144.90723,Western Metropolitan,9264
9534,Essendon North,2/9 Grace St,3,t,800000.0,PI,Frank,2017-06-17,8.2,3041,3,2,1,161.0,149.0,2012,Moonee Valley,-37.73566,144.89368000000005,Western Metropolitan,1308
9535,Essendon North,3/26 Renown St,2,h,685000.0,SP,Nelson,2017-06-17,8.2,3041,2,1,1,173.0,151.97,2009,Moonee Valley,-37.73746,144.90079,Western Metropolitan,1308
9536,Fairfield,1/22 Rathmines St,2,u,667000.0,S,Nelson,2017-06-17,5.7,3078,2,1,1,86.0,151.97,1970,Darebin,-37.78203,145.01508,Northern Metropolitan,2970
9540,Fitzroy North,41 Miller St,3,h,1600000.0,VB,Nelson,2017-06-17,3.6,3068,3,2,0,251.0,180.0,1970,Yarra,-37.77626,144.98035,Northern Metropolitan,6244
9541,Fitzroy North,35/86 Queens Pde,2,u,620000.0,VB,Nelson,2017-06-17,3.6,3068,2,1,2,0.0,151.97,1970,Yarra,-37.79178,144.98238999999995,Northern Metropolitan,6244
9542,Fitzroy North,371 Rae St,2,h,1270000.0,S,Nelson,2017-06-17,3.6,3068,2,1,0,183.0,151.97,1890,Yarra,-37.78353,144.97991000000005,Northern Metropolitan,6244
9544,Footscray,18/55 Moreland St,3,u,855000.0,S,Jas,2017-06-17,5.1,3011,3,2,2,0.0,151.97,1970,Maribyrnong,-37.80443,144.90642,Western Metropolitan,7570
9546,Footscray,36 Southampton St,2,h,910000.0,S,Sweeney,2017-06-17,5.1,3011,2,1,0,312.0,151.97,1970,Maribyrnong,-37.79592,144.88595,Western Metropolitan,7570
9547,Forest Hill,47 Glebe St,3,h,1177000.0,S,Noel,2017-06-17,15.4,3131,3,2,2,561.0,151.97,1970,Whitehorse,-37.83771,145.16416,Eastern Metropolitan,4385
9548,Forest Hill,31 Norma Rd,3,h,1131000.0,S,Jellis,2017-06-17,15.4,3131,3,1,2,697.0,151.97,1970,Whitehorse,-37.84188,145.16982,Eastern Metropolitan,4385
9554,Glen Iris,65 Gardiner Pde,2,h,1650000.0,PI,hockingstuart,2017-06-17,7.3,3146,2,1,2,660.0,151.97,1928,Boroondara,-37.85671,145.0604,Southern Metropolitan,10412
9556,Glen Waverley,24 Florence St,3,h,1900000.0,PI,Harcourts,2017-06-17,16.7,3150,3,1,0,738.0,151.97,1970,Monash,-37.88351,145.15714,Eastern Metropolitan,15321
9558,Glen Waverley,10/18 Tulloch Gr,3,t,655000.0,S,Harcourts,2017-06-17,16.7,3150,3,2,2,0.0,133.0,2002,Monash,-37.89873,145.15072,Eastern Metropolitan,15321
9559,Glen Waverley,4 Turner Ct,3,h,1550000.0,S,Harcourts,2017-06-17,16.7,3150,3,2,2,648.0,181.0,1980,Monash,-37.88255,145.14727,Eastern Metropolitan,15321
9560,Glen Waverley,20 Walter St,4,h,1715000.0,S,Barry,2017-06-17,16.7,3150,4,1,2,758.0,151.97,1970,Monash,-37.86924000000001,145.16471,Eastern Metropolitan,15321
9561,Glenroy,80 Gowrie St,3,h,780000.0,S,Stockdale,2017-06-17,11.2,3046,3,1,2,697.0,131.27,1960,Moreland,-37.69795,144.94285,Northern Metropolitan,8870
9562,Glenroy,3/43 Grandview St,2,u,422000.0,S,YPA,2017-06-17,11.2,3046,2,1,1,136.0,151.97,1980,Moreland,-37.70972,144.91109,Northern Metropolitan,8870
9563,Glenroy,200 West St,4,h,780000.0,S,Eview,2017-06-17,11.2,3046,4,1,3,697.0,133.0,1960,Moreland,-37.70159,144.93948,Northern Metropolitan,8870
9565,Greenvale,17 Arkley Dr,4,h,645000.0,S,Barry,2017-06-17,20.4,3059,3,2,2,538.0,154.0,2000,Hume,-37.6499,144.9013,Northern Metropolitan,4864
9566,Hadfield,19 Oxford St,3,h,785000.0,S,Barry,2017-06-17,11.2,3046,3,1,1,602.0,151.97,1970,Moreland,-37.70342,144.94574,Northern Metropolitan,2606
9567,Hadfield,11 Walter St,3,h,810000.0,S,Philip,2017-06-17,11.2,3046,3,1,2,634.0,151.97,1970,Moreland,-37.71236,144.94332,Northern Metropolitan,2606
9569,Hampton,12/45 Grenville St,3,u,970000.0,S,Buxton,2017-06-17,13.8,3188,3,2,2,0.0,99.0,2005,Bayside,-37.93538,145.00224,Southern Metropolitan,5454
9570,Hampton,10/78 Holyrood St,2,u,805000.0,S,Charlton,2017-06-17,13.8,3188,2,1,2,0.0,151.97,1970,Bayside,-37.93387,145.00226999999995,Southern Metropolitan,5454
9572,Hampton,7 Wave St,3,h,2100000.0,S,Marshall,2017-06-17,13.8,3188,3,2,1,455.0,151.97,1990,Bayside,-37.93739,145.00513,Southern Metropolitan,5454
9574,Hawthorn,3 Johnson St,4,h,2053000.0,S,Abercromby's,2017-06-17,5.3,3122,4,3,2,354.0,151.97,1970,Boroondara,-37.81691,145.03721000000004,Southern Metropolitan,11308
9577,Hawthorn,14/181 Power St,2,u,525000.0,PI,Walshe,2017-06-17,5.3,3122,2,1,1,0.0,151.97,1970,Boroondara,-37.827,145.02563,Southern Metropolitan,11308
9585,Heidelberg,3/5 Austral Ct,4,t,828000.0,S,Miles,2017-06-17,8.9,3084,4,2,2,264.0,140.0,2000,Banyule,-37.74352,145.08082,Eastern Metropolitan,2890
9587,Heidelberg Heights,1/5 Glover St,3,h,590000.0,S,Victory,2017-06-17,8.8,3081,3,1,2,290.0,105.0,1950,Banyule,-37.7368,145.05048,Eastern Metropolitan,2947
